Fecha Hora y Segundo,Clientes Cerca del Mostrador,Clientes Totales,X Cliente,Y Cliente,Empleados
2025-02-21 22:57:37,0,1,113.00895690917969,214.84495544433594,1
2025-02-21 22:57:37,0,1,113.05426025390625,214.8760986328125,1
2025-02-21 22:57:37,0,1,113.04014587402344,214.89520263671875,1
2025-02-21 22:57:37,0,2,113.01656341552734,213.87631225585938,1
2025-02-21 22:57:38,0,2,113.0065689086914,213.92408752441406,1
2025-02-21 22:57:38,0,2,113.40364074707031,212.62332153320312,1
2025-02-21 22:57:38,0,1,113.28114318847656,212.95399475097656,1
2025-02-21 22:57:38,0,2,113.26496887207031,212.79763793945312,1
2025-02-21 22:57:38,0,2,113.25933074951172,212.79318237304688,1
2025-02-21 22:57:38,0,2,113.26010131835938,212.7938232421875,1
2025-02-21 22:57:38,0,1,113.11770629882812,215.87637329101562,1
2025-02-21 22:57:38,0,1,113.44386291503906,216.38906860351562,1
2025-02-21 22:57:38,0,1,113.43989562988281,216.42474365234375,1
2025-02-21 22:57:38,0,1,114.24887084960938,216.0846405029297,1
2025-02-21 22:57:39,0,1,114.23820495605469,216.12355041503906,1
2025-02-21 22:57:39,0,2,113.92263793945312,213.7606201171875,1
2025-02-21 22:57:39,0,1,113.53244018554688,213.3326873779297,1
2025-02-21 22:57:39,0,1,113.43287658691406,215.22039794921875,1
2025-02-21 22:57:39,0,1,113.29771423339844,215.39956665039062,1
2025-02-21 22:57:39,0,1,113.24024963378906,215.16946411132812,1
2025-02-21 22:57:39,0,1,106.90431213378906,205.3700714111328,1
2025-02-21 22:57:39,0,1,106.99693298339844,208.3213653564453,1
2025-02-21 22:57:39,0,1,106.89610290527344,206.53631591796875,1
2025-02-21 22:57:39,0,1,106.90885162353516,206.1526641845703,1
2025-02-21 22:57:40,0,1,106.9061050415039,206.07777404785156,1
2025-02-21 22:57:40,0,1,106.84607696533203,205.86659240722656,1
2025-02-21 22:57:40,0,1,106.91876220703125,206.06655883789062,1
2025-02-21 22:57:40,0,1,107.04548645019531,205.5923614501953,1
2025-02-21 22:57:40,0,1,107.04090881347656,205.5904541015625,1
2025-02-21 22:57:40,0,1,113.30707550048828,212.1995391845703,1
2025-02-21 22:57:40,0,1,106.17688751220703,205.7454376220703,1
2025-02-21 22:57:40,0,1,106.30560302734375,205.5701141357422,1
2025-02-21 22:57:40,0,1,106.28047943115234,206.61050415039062,1
2025-02-21 22:57:40,0,1,106.31901550292969,206.48446655273438,1
2025-02-21 22:57:41,0,1,106.31559753417969,206.4717254638672,1
2025-02-21 22:57:41,0,1,106.2564697265625,204.63531494140625,1
2025-02-21 22:57:41,0,1,106.34344482421875,205.82188415527344,1
2025-02-21 22:57:41,0,1,113.86333465576172,213.50743103027344,1
2025-02-21 22:57:41,0,1,113.86663818359375,213.82345581054688,1
2025-02-21 22:57:41,0,1,113.82051849365234,213.78109741210938,1
2025-02-21 22:57:41,0,1,113.79993438720703,213.05722045898438,1
2025-02-21 22:57:41,0,1,113.63717651367188,213.958984375,1
2025-02-21 22:57:41,0,1,113.6487045288086,214.34866333007812,1
2025-02-21 22:57:41,0,1,113.73170471191406,214.3100128173828,1
2025-02-21 22:57:42,0,1,113.69621276855469,214.3572540283203,1
2025-02-21 22:57:42,0,1,113.57502746582031,213.13229370117188,1
2025-02-21 22:57:42,0,1,113.62138366699219,213.20425415039062,1
2025-02-21 22:57:42,0,1,113.56210327148438,212.98226928710938,1
2025-02-21 22:57:42,0,1,113.56116485595703,213.04568481445312,1
2025-02-21 22:57:42,0,1,113.56377410888672,213.0537109375,1
2025-02-21 22:57:42,0,1,113.47747802734375,212.34725952148438,1
2025-02-21 22:57:42,0,1,113.51386260986328,212.12612915039062,1
2025-02-21 22:57:42,0,1,113.54901123046875,211.57579040527344,1
2025-02-21 22:57:42,0,1,113.16513061523438,211.76107788085938,1
2025-02-21 22:57:43,0,1,113.05062103271484,211.599609375,1
2025-02-21 22:57:43,0,1,113.23529052734375,213.05543518066406,1
2025-02-21 22:57:43,0,1,113.18450164794922,213.08120727539062,1
2025-02-21 22:57:43,0,2,113.28395080566406,212.61691284179688,1
2025-02-21 22:57:43,0,2,113.2845458984375,212.62770080566406,1
2025-02-21 22:57:43,0,2,113.28445434570312,212.62747192382812,1
2025-02-21 22:57:43,0,2,113.38396453857422,212.22584533691406,1
2025-02-21 22:57:43,0,1,113.68568420410156,214.4603729248047,1
2025-02-21 22:57:43,0,1,113.22715759277344,214.89231872558594,1
2025-02-21 22:57:43,0,1,113.10615539550781,214.47647094726562,1
2025-02-21 22:57:44,0,1,113.10226440429688,214.4696044921875,1
2025-02-21 22:57:44,0,1,113.18374633789062,214.933349609375,1
2025-02-21 22:57:44,0,1,113.07698059082031,214.09805297851562,1
2025-02-21 22:57:44,0,1,113.09085083007812,213.73504638671875,1
2025-02-21 22:57:44,0,1,113.09368896484375,213.79464721679688,1
2025-02-21 22:57:44,0,1,113.10335540771484,213.79931640625,1
2025-02-21 22:57:44,0,1,113.32601928710938,216.84393310546875,1
2025-02-21 22:57:44,0,2,113.18635559082031,215.98045349121094,1
2025-02-21 22:57:44,0,1,113.05194091796875,215.24806213378906,1
2025-02-21 22:57:44,0,1,112.78038024902344,214.82394409179688,1
2025-02-21 22:57:45,0,1,112.7879409790039,214.96958923339844,1
2025-02-21 22:57:45,0,1,112.87789916992188,216.3619384765625,1
2025-02-21 22:57:45,0,1,112.8849105834961,216.7774658203125,1
2025-02-21 22:57:45,0,1,113.31939697265625,215.83645629882812,1
2025-02-21 22:57:45,0,1,113.46829223632812,216.00360107421875,1
2025-02-21 22:57:45,0,1,113.46019744873047,216.0373992919922,1
2025-02-21 22:57:45,0,1,113.89508819580078,216.97573852539062,1
2025-02-21 22:57:45,0,1,114.11011505126953,216.70050048828125,1
2025-02-21 22:57:45,0,1,113.79290771484375,216.60357666015625,1
2025-02-21 22:57:45,0,1,113.800048828125,216.73422241210938,1
2025-02-21 22:57:46,0,1,113.79217529296875,216.60487365722656,1
2025-02-21 22:57:46,0,1,113.22280883789062,215.5388946533203,1
2025-02-21 22:57:46,0,1,113.19999694824219,215.4091033935547,1
2025-02-21 22:57:46,0,1,112.97911834716797,214.520751953125,1
2025-02-21 22:57:46,0,1,113.07502746582031,214.8115234375,1
2025-02-21 22:57:46,0,2,113.72938537597656,215.24168395996094,1
2025-02-21 22:57:46,0,1,113.62334442138672,215.24334716796875,1
2025-02-21 22:57:46,0,2,114.75332641601562,216.55763244628906,1
2025-02-21 22:57:46,0,2,114.80068969726562,216.66087341308594,1
2025-02-21 22:57:46,0,2,114.80055236816406,216.68382263183594,1
2025-02-21 22:57:47,0,2,114.80177307128906,216.68405151367188,1
2025-02-21 22:57:47,0,2,114.72523498535156,216.7833709716797,1
2025-02-21 22:57:47,0,2,114.82705688476562,216.29246520996094,1
2025-02-21 22:57:47,0,2,114.6994857788086,216.51849365234375,1
2025-02-21 22:57:47,0,2,114.69361877441406,216.53128051757812,1
2025-02-21 22:57:47,0,2,114.69676971435547,216.52755737304688,1
2025-02-21 22:57:47,0,2,113.68958282470703,215.8480224609375,1
2025-02-21 22:57:47,0,2,114.92188262939453,215.90484619140625,1
2025-02-21 22:57:47,0,2,115.01950073242188,215.9047393798828,1
2025-02-21 22:57:47,0,2,115.0047378540039,216.06886291503906,1
2025-02-21 22:57:48,0,2,115.01588439941406,216.0732421875,1
2025-02-21 22:57:48,0,2,115.01561737060547,215.95343017578125,1
2025-02-21 22:57:48,0,2,115.27948760986328,215.92904663085938,1
2025-02-21 22:57:48,0,2,114.65449523925781,216.12014770507812,1
2025-02-21 22:57:48,0,2,113.26018524169922,215.34112548828125,1
2025-02-21 22:57:48,0,2,113.42311096191406,215.2890625,1
2025-02-21 22:57:48,0,2,113.40621185302734,216.94973754882812,1
2025-02-21 22:57:48,0,2,113.40713500976562,216.00909423828125,1
2025-02-21 22:57:48,0,2,113.66900634765625,216.4592742919922,1
2025-02-21 22:57:48,0,1,113.29635620117188,214.24423217773438,1
2025-02-21 22:57:49,0,1,113.26058959960938,214.21446228027344,1
2025-02-21 22:57:49,0,1,112.86085510253906,211.31228637695312,1
2025-02-21 22:57:49,0,2,113.01891326904297,213.10867309570312,1
2025-02-21 22:57:49,0,1,113.1601333618164,214.45225524902344,1
2025-02-21 22:57:49,0,1,113.18787384033203,214.69781494140625,1
2025-02-21 22:57:49,0,1,113.18798828125,214.6981964111328,1
2025-02-21 22:57:49,0,1,112.94593048095703,215.26524353027344,1
2025-02-21 22:57:49,0,1,112.8056640625,212.56356811523438,1
2025-02-21 22:57:49,0,1,112.75401306152344,211.38369750976562,1
2025-02-21 22:57:49,0,1,112.7478256225586,211.40896606445312,1
2025-02-21 22:57:50,0,1,112.74601745605469,211.40625,1
2025-02-21 22:57:50,0,1,112.7847900390625,212.00071716308594,1
2025-02-21 22:57:50,0,1,112.94271850585938,211.48422241210938,1
2025-02-21 22:57:50,0,1,112.57250213623047,211.52670288085938,1
2025-02-21 22:57:50,0,1,112.63552856445312,211.5186309814453,1
2025-02-21 22:57:50,0,1,112.64641571044922,210.99102783203125,1
2025-02-21 22:57:50,0,1,112.64930725097656,211.02407836914062,1
2025-02-21 22:57:50,0,1,112.26438903808594,211.28466796875,1
2025-02-21 22:57:50,0,1,112.20259094238281,213.09202575683594,1
2025-02-21 22:57:50,0,1,112.18087768554688,213.17027282714844,1
2025-02-21 22:57:51,0,1,112.16931915283203,213.16693115234375,1
2025-02-21 22:57:51,0,1,112.55648040771484,214.13360595703125,1
2025-02-21 22:57:51,0,1,112.1888198852539,214.99276733398438,1
2025-02-21 22:57:51,0,1,112.52716827392578,215.4717559814453,1
2025-02-21 22:57:51,0,1,112.48064422607422,215.41746520996094,1
2025-02-21 22:57:51,0,1,112.49620056152344,216.03472900390625,1
2025-02-21 22:57:51,0,1,112.49714660644531,215.97242736816406,1
2025-02-21 22:57:51,0,1,112.39482879638672,215.45086669921875,1
2025-02-21 22:57:51,0,1,112.17088317871094,215.11334228515625,1
2025-02-21 22:57:51,0,1,112.1773681640625,215.1356658935547,1
2025-02-21 22:57:52,0,1,112.17820739746094,215.18133544921875,1
2025-02-21 22:57:52,0,2,113.40570831298828,216.43118286132812,1
2025-02-21 22:57:52,0,1,113.34547424316406,216.3095703125,1
2025-02-21 22:57:52,0,1,113.43531799316406,216.55178833007812,1
2025-02-21 22:57:52,0,1,113.37786102294922,216.50106811523438,1
2025-02-21 22:57:52,0,1,113.83707427978516,215.60264587402344,1
2025-02-21 22:57:52,0,1,113.8055191040039,215.57577514648438,1
2025-02-21 22:57:52,0,1,113.93937683105469,215.7408447265625,1
2025-02-21 22:57:52,0,1,113.84185791015625,216.06558227539062,1
2025-02-21 22:57:52,0,1,113.82966613769531,216.15133666992188,1
2025-02-21 22:57:53,0,1,113.82935333251953,216.1523895263672,1
2025-02-21 22:57:53,0,2,112.92552185058594,216.66824340820312,1
2025-02-21 22:57:53,0,2,113.72906494140625,216.50390625,1
2025-02-21 22:57:53,0,2,113.95320129394531,216.23907470703125,1
2025-02-21 22:57:53,0,2,113.9032211303711,216.21144104003906,1
2025-02-21 22:57:53,0,1,112.48473358154297,214.34466552734375,1
2025-02-21 22:57:53,0,1,112.49061584472656,214.28787231445312,1
2025-02-21 22:57:53,0,2,111.84221649169922,215.8875274658203,1
2025-02-21 22:57:53,0,2,113.48270416259766,217.354736328125,1
2025-02-21 22:57:53,0,2,113.62640380859375,217.47886657714844,1
2025-02-21 22:57:54,0,2,113.63306427001953,217.375244140625,1
2025-02-21 22:57:54,0,2,113.30057525634766,216.53221130371094,1
2025-02-21 22:57:54,0,2,113.23452758789062,216.29730224609375,1
2025-02-21 22:57:54,0,2,113.23524475097656,216.3972625732422,1
2025-02-21 22:57:54,0,2,113.23616790771484,216.4051513671875,1
2025-02-21 22:57:54,0,1,113.05526733398438,216.42147827148438,1
2025-02-21 22:57:54,0,1,113.05573272705078,216.45648193359375,1
2025-02-21 22:57:54,0,1,112.75826263427734,216.2762451171875,1
2025-02-21 22:57:54,0,1,112.62189483642578,216.1421356201172,1
2025-02-21 22:57:54,0,1,111.85475158691406,217.22703552246094,1
2025-02-21 22:57:55,0,1,111.82689666748047,217.10821533203125,1
2025-02-21 22:57:55,0,1,111.76598358154297,216.83364868164062,1
2025-02-21 22:57:55,0,1,111.79486083984375,216.79714965820312,1
2025-02-21 22:57:55,0,2,113.74604797363281,215.7977752685547,1
2025-02-21 22:57:55,0,2,112.35965728759766,215.7664031982422,1
2025-02-21 22:57:55,0,2,113.95250701904297,215.8566131591797,1
2025-02-21 22:57:55,0,2,113.94772338867188,215.86085510253906,1
2025-02-21 22:57:55,0,2,113.8974609375,215.4894561767578,1
2025-02-21 22:57:55,0,1,113.67179870605469,215.57015991210938,1
2025-02-21 22:57:55,0,1,113.64726257324219,215.51690673828125,1
2025-02-21 22:57:56,0,1,113.64677429199219,215.51853942871094,1
2025-02-21 22:57:56,0,1,111.78007507324219,214.6675567626953,1
2025-02-21 22:57:56,0,1,111.69895935058594,214.90902709960938,1
2025-02-21 22:57:56,0,1,111.69468688964844,214.52349853515625,1
2025-02-21 22:57:56,0,1,111.69868469238281,214.53065490722656,1
2025-02-21 22:57:56,0,1,111.84857940673828,213.38580322265625,1
2025-02-21 22:57:56,0,1,111.84262084960938,213.35031127929688,1
2025-02-21 22:57:56,0,1,111.94122314453125,211.94908142089844,1
2025-02-21 22:57:56,0,1,111.9090347290039,210.42657470703125,1
2025-02-21 22:57:56,0,1,111.92631530761719,210.53477478027344,1
2025-02-21 22:57:57,0,1,111.92528533935547,210.53457641601562,1
2025-02-21 22:57:57,0,1,112.210693359375,211.21475219726562,1
2025-02-21 22:57:57,0,1,112.4006576538086,210.7795867919922,1
2025-02-21 22:57:57,0,1,111.44804382324219,208.47801208496094,1
2025-02-21 22:57:57,0,1,111.43399810791016,208.4776153564453,1
2025-02-21 22:57:57,0,1,111.33512878417969,209.6453094482422,1
2025-02-21 22:57:57,0,1,111.33055877685547,209.40139770507812,1
2025-02-21 22:57:57,0,1,108.73558044433594,212.3557586669922,1
2025-02-21 22:57:57,0,1,109.22772216796875,213.94210815429688,1
2025-02-21 22:57:57,0,1,109.25350189208984,214.65345764160156,1
2025-02-21 22:57:58,0,1,109.2069320678711,214.66232299804688,1
2025-02-21 22:57:58,0,1,109.23943328857422,213.16690063476562,1
2025-02-21 22:57:58,0,1,109.19599914550781,213.2161102294922,1
2025-02-21 22:57:58,0,1,109.31822204589844,212.49215698242188,1
2025-02-21 22:57:58,0,1,109.2880859375,212.26019287109375,1
2025-02-21 22:57:58,0,1,108.8241958618164,217.70553588867188,1
2025-02-21 22:57:58,0,1,110.64590454101562,215.40728759765625,1
2025-02-21 22:57:58,0,1,108.33589172363281,217.3854217529297,1
2025-02-21 22:57:58,0,1,108.9302978515625,217.13818359375,1
2025-02-21 22:57:58,0,1,108.95565032958984,217.1211700439453,1
2025-02-21 22:57:59,0,1,108.99784088134766,217.14759826660156,1
2025-02-21 22:57:59,0,1,108.28009033203125,216.396240234375,1
2025-02-21 22:57:59,0,1,110.42143249511719,212.81224060058594,1
2025-02-21 22:57:59,0,2,110.4611587524414,213.44923400878906,1
2025-02-21 22:57:59,0,2,110.41911315917969,213.31024169921875,1
2025-02-21 22:57:59,0,1,110.57293701171875,211.1569061279297,1
2025-02-21 22:57:59,0,1,110.4957046508789,211.195068359375,1
2025-02-21 22:57:59,0,1,107.14527130126953,215.7702178955078,1
2025-02-21 22:57:59,0,1,105.86102294921875,215.7753448486328,1
2025-02-21 22:57:59,0,1,105.27217102050781,215.72537231445312,1
2025-02-21 22:58:00,0,1,112.56412506103516,216.86358642578125,1
2025-02-21 22:58:00,0,1,114.63768005371094,207.15542602539062,2
2025-02-21 22:58:00,0,2,114.86759948730469,208.37355041503906,2
2025-02-21 22:58:00,0,1,114.92750549316406,207.8712615966797,2
2025-02-21 22:58:00,0,1,114.9289321899414,207.87265014648438,2
2025-02-21 22:58:00,0,1,114.69760131835938,206.5075225830078,1
2025-02-21 22:58:00,0,1,114.5580825805664,206.6327362060547,1
2025-02-21 22:58:00,0,1,114.62046813964844,206.93124389648438,1
2025-02-21 22:58:00,0,1,114.5573959350586,206.93504333496094,1
2025-02-21 22:58:00,0,1,113.9835205078125,215.833740234375,1
2025-02-21 22:58:01,0,1,105.69535827636719,207.156005859375,1
2025-02-21 22:58:01,0,1,105.68911743164062,207.94232177734375,1
2025-02-21 22:58:01,0,1,114.10003662109375,216.4644012451172,1
2025-02-21 22:58:01,0,1,105.8924560546875,202.86892700195312,1
2025-02-21 22:58:01,0,1,105.92478942871094,202.85679626464844,1
2025-02-21 22:58:01,0,1,114.01116943359375,216.45748901367188,1
2025-02-21 22:58:01,0,1,105.92486572265625,205.4761962890625,1
2025-02-21 22:58:01,0,1,114.18220520019531,216.52000427246094,1
2025-02-21 22:58:01,0,1,106.67061614990234,203.66372680664062,1
2025-02-21 22:58:01,0,1,106.57948303222656,203.74371337890625,1
2025-02-21 22:58:02,0,1,114.9103012084961,205.52244567871094,1
2025-02-21 22:58:02,0,1,114.4271240234375,216.46160888671875,1
2025-02-21 22:58:02,0,2,112.74714660644531,216.3555145263672,1
2025-02-21 22:58:02,0,2,112.42815399169922,216.0579071044922,1
2025-02-21 22:58:02,0,2,112.46062469482422,215.94139099121094,1
2025-02-21 22:58:02,0,1,112.78761291503906,216.38526916503906,1
2025-02-21 22:58:02,0,1,112.72225952148438,216.06964111328125,1
2025-02-21 22:58:02,0,1,112.6328125,215.90115356445312,1
2025-02-21 22:58:02,0,1,112.35980224609375,215.86627197265625,1
2025-02-21 22:58:02,0,1,112.36006164550781,216.04864501953125,1
2025-02-21 22:58:03,0,1,112.35807800292969,215.59326171875,1
2025-02-21 22:58:03,0,1,112.35176086425781,215.31825256347656,1
2025-02-21 22:58:03,0,1,112.17256927490234,215.51876831054688,1
2025-02-21 22:58:03,0,1,112.34025573730469,214.01895141601562,1
2025-02-21 22:58:03,0,1,112.31221008300781,214.0308380126953,1
2025-02-21 22:58:03,0,2,112.34957885742188,214.9402618408203,1
2025-02-21 22:58:03,0,2,112.32945251464844,215.0395050048828,1
2025-02-21 22:58:03,0,2,112.28196716308594,214.78416442871094,1
2025-02-21 22:58:03,0,2,111.27713012695312,214.83291625976562,1
2025-02-21 22:58:03,0,2,111.32474517822266,215.04763793945312,1
2025-02-21 22:58:04,0,2,111.24837493896484,213.86915588378906,1
2025-02-21 22:58:04,0,2,111.23049926757812,213.73828125,1
2025-02-21 22:58:04,0,1,111.21206665039062,212.9315185546875,1
2025-02-21 22:58:04,0,2,111.40922546386719,213.60475158691406,1
2025-02-21 22:58:04,0,2,111.4311752319336,213.35202026367188,1
2025-02-21 22:58:04,0,2,114.58735656738281,214.21377563476562,1
2025-02-21 22:58:04,0,2,114.39854431152344,214.08837890625,1
2025-02-21 22:58:04,0,2,104.06903076171875,200.3785400390625,1
2025-02-21 22:58:04,0,2,103.937255859375,199.6409454345703,1
2025-02-21 22:58:04,0,2,103.91854095458984,199.61807250976562,1
2025-02-21 22:58:05,0,2,114.23747253417969,214.99334716796875,1
2025-02-21 22:58:05,0,2,114.24333190917969,214.98426818847656,1
2025-02-21 22:58:05,0,1,103.99949645996094,199.28517150878906,1
2025-02-21 22:58:05,0,1,104.22116088867188,199.49075317382812,1
2025-02-21 22:58:05,0,1,104.39959716796875,199.5753631591797,1
2025-02-21 22:58:05,0,2,113.97950744628906,213.24142456054688,1
2025-02-21 22:58:05,0,2,114.0120620727539,213.13577270507812,1
2025-02-21 22:58:05,0,1,114.25321960449219,216.8582305908203,1
2025-02-21 22:58:05,0,1,113.95313262939453,217.02491760253906,1
2025-02-21 22:58:05,0,1,113.93209838867188,217.00723266601562,1
2025-02-21 22:58:06,0,1,114.5865249633789,216.73226928710938,1
2025-02-21 22:58:06,0,1,114.55502319335938,216.7801055908203,1
2025-02-21 22:58:06,0,1,114.41375732421875,216.50592041015625,1
2025-02-21 22:58:06,0,1,114.48927307128906,217.4441375732422,1
2025-02-21 22:58:06,0,1,114.45785522460938,217.41883850097656,1
2025-02-21 22:58:06,0,1,113.91719818115234,217.40382385253906,1
2025-02-21 22:58:06,0,1,113.86141967773438,217.42225646972656,1
2025-02-21 22:58:06,0,1,113.87185668945312,217.07374572753906,1
2025-02-21 22:58:06,0,1,113.93228149414062,215.32373046875,1
2025-02-21 22:58:06,0,1,112.35411071777344,212.3372802734375,1
2025-02-21 22:58:07,0,2,112.19258117675781,212.0435791015625,1
2025-02-21 22:58:07,0,2,112.18315887451172,212.05050659179688,1
2025-02-21 22:58:07,0,2,112.235107421875,212.35006713867188,1
2025-02-21 22:58:07,0,2,112.06470489501953,213.33938598632812,1
2025-02-21 22:58:07,0,2,112.32337188720703,213.3131561279297,1
2025-02-21 22:58:07,0,1,112.52661895751953,217.75315856933594,1
2025-02-21 22:58:07,0,1,112.53610229492188,217.74075317382812,1
2025-02-21 22:58:07,0,1,112.55744171142578,217.5478973388672,1
2025-02-21 22:58:07,0,1,112.44783782958984,218.30340576171875,1
2025-02-21 22:58:07,0,1,112.44139099121094,218.2893829345703,1
2025-02-21 22:58:08,0,1,112.57840728759766,219.0662841796875,1
2025-02-21 22:58:08,0,1,112.61322021484375,219.62359619140625,1
2025-02-21 22:58:08,0,1,112.56442260742188,220.31410217285156,1
2025-02-21 22:58:08,0,1,112.47860717773438,220.48594665527344,1
2025-02-21 22:58:08,0,1,112.46153259277344,220.4582061767578,1
2025-02-21 22:58:08,0,1,112.33406066894531,215.98492431640625,1
2025-02-21 22:58:08,0,1,112.454833984375,216.31671142578125,1
2025-02-21 22:58:08,0,2,112.731689453125,220.51670837402344,1
2025-02-21 22:58:08,0,1,112.60331726074219,219.79067993164062,1
2025-02-21 22:58:08,0,1,112.61961364746094,219.8052215576172,1
2025-02-21 22:58:09,0,1,112.72472381591797,220.36329650878906,1
2025-02-21 22:58:09,0,1,112.72264862060547,220.4185028076172,1
2025-02-21 22:58:09,0,2,114.15995788574219,219.9461212158203,1
2025-02-21 22:58:09,0,1,113.65687561035156,218.1494140625,1
2025-02-21 22:58:09,0,1,113.6553955078125,218.09405517578125,1
2025-02-21 22:58:09,0,1,113.69906616210938,218.3258819580078,1
2025-02-21 22:58:09,0,1,113.69635009765625,218.3155517578125,1
2025-02-21 22:58:09,0,1,113.5561294555664,218.43678283691406,2
2025-02-21 22:58:09,0,1,113.50729370117188,218.67898559570312,1
2025-02-21 22:58:09,0,1,113.5048599243164,218.672607421875,1
2025-02-21 22:58:10,0,1,113.50849914550781,218.40374755859375,1
2025-02-21 22:58:10,0,1,113.63580322265625,218.55328369140625,1
2025-02-21 22:58:10,0,1,113.64791107177734,218.5563201904297,1
2025-02-21 22:58:10,0,1,113.64599609375,218.52786254882812,2
2025-02-21 22:58:10,0,1,113.63723754882812,218.53904724121094,2
2025-02-21 22:58:10,0,1,112.962158203125,218.07235717773438,2
2025-02-21 22:58:10,0,1,113.03323364257812,218.1400604248047,1
2025-02-21 22:58:10,0,1,112.79656219482422,217.84596252441406,2
2025-02-21 22:58:10,0,1,112.8328628540039,217.75587463378906,2
2025-02-21 22:58:10,0,1,112.8337631225586,217.73959350585938,2
2025-02-21 22:58:11,0,1,113.02803802490234,217.623046875,2
2025-02-21 22:58:11,0,1,112.87364196777344,217.74349975585938,2
2025-02-21 22:58:11,0,1,112.82463836669922,217.739013671875,2
2025-02-21 22:58:11,0,1,112.93891906738281,217.73822021484375,2
2025-02-21 22:58:11,0,1,112.93071746826172,217.78187561035156,2
2025-02-21 22:58:11,0,1,112.71458435058594,218.38223266601562,1
2025-02-21 22:58:11,0,1,113.01847076416016,217.6980438232422,1
2025-02-21 22:58:11,0,1,111.46688079833984,212.01129150390625,1
2025-02-21 22:58:11,0,1,111.44662475585938,212.0383758544922,1
